Test Size,Rate,Name Method,M,C,theta,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.3,0.02,CNN,None,None,None,0.9977777777777778,0.0,0.0,0.0,0.0,0.9782135076252724,0.4988888888888889,"[[449   1]
 [  9   0]]"
0.3,0.04,CNN,None,None,None,0.9977777777777778,0.05555555555555555,0.23544022333796766,0.09999999999999999,0.5,0.9615384615384616,0.5266666666666666,"[[449   1]
 [ 17   1]]"
0.3,0.06,CNN,None,None,None,1.0,0.0,0.0,0.0,0.0,0.9433962264150944,0.5,"[[450   0]
 [ 27   0]]"
0.3,0.08,CNN,None,None,None,0.9977777777777778,0.0,0.0,0.0,0.0,0.9238683127572016,0.4988888888888889,"[[449   1]
 [ 36   0]]"
0.3,0.1,CNN,None,None,None,1.0,0.022222222222222223,0.14907119849998599,0.04347826086956522,1.0,0.9111111111111111,0.5111111111111111,"[[450   0]
 [ 44   1]]"
0.3,0.15,CNN,None,None,None,0.9977777777777778,0.014705882352941176,0.12113299556429323,0.028571428571428574,0.5,0.8687258687258688,0.5062418300653595,"[[449   1]
 [ 67   1]]"
0.3,0.2,CNN,None,None,None,0.9911111111111112,0.1,0.31481917208313587,0.17475728155339806,0.6923076923076923,0.8425925925925926,0.5455555555555557,"[[446   4]
 [ 81   9]]"
Test Size,Rate,Name Method,M,C,theta,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.3,0.02,CNN,None,None,None,1.0,0.0,0.0,0.0,0.0,0.9803921568627451,0.5,"[[450   0]
 [  9   0]]"
0.3,0.04,CNN,None,None,None,0.9977777777777778,0.0,0.0,0.0,0.0,0.9594017094017094,0.4988888888888889,"[[449   1]
 [ 18   0]]"
0.3,0.06,CNN,None,None,None,1.0,0.0,0.0,0.0,0.0,0.9433962264150944,0.5,"[[450   0]
 [ 27   0]]"
0.3,0.08,CNN,None,None,None,0.9977777777777778,0.0,0.0,0.0,0.0,0.9238683127572016,0.4988888888888889,"[[449   1]
 [ 36   0]]"
0.3,0.1,CNN,None,None,None,0.9911111111111112,0.044444444444444446,0.2098794480554239,0.0784313725490196,0.3333333333333333,0.9050505050505051,0.5177777777777778,"[[446   4]
 [ 43   2]]"
0.3,0.15,CNN,None,None,None,0.9977777777777778,0.0,0.0,0.0,0.0,0.8667953667953668,0.4988888888888889,"[[449   1]
 [ 68   0]]"
0.3,0.2,CNN,None,None,None,0.9822222222222222,0.14444444444444443,0.376665027856153,0.23423423423423423,0.6190476190476191,0.8425925925925926,0.5633333333333332,"[[442   8]
 [ 77  13]]"
Test Size,Rate,Name Method,M,C,theta,SP,SE,Gmean,F1 Score,Precision,Accuracy,AUC,Ma tran nham lan
0.3,0.02,CNN,None,None,None,1.0,0.0,0.0,0.0,0.0,0.9803921568627451,0.5,"[[450   0]
 [  9   0]]"
0.3,0.04,CNN,None,None,None,1.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.5,"[[450   0]
 [ 18   0]]"
0.3,0.06,CNN,None,None,None,1.0,0.0,0.0,0.0,0.0,0.9433962264150944,0.5,"[[450   0]
 [ 27   0]]"
0.3,0.08,CNN,None,None,None,0.9977777777777778,0.0,0.0,0.0,0.0,0.9238683127572016,0.4988888888888889,"[[449   1]
 [ 36   0]]"
0.3,0.1,CNN,None,None,None,1.0,0.022222222222222223,0.14907119849998599,0.04347826086956522,1.0,0.9111111111111111,0.5111111111111111,"[[450   0]
 [ 44   1]]"
0.3,0.15,CNN,None,None,None,0.9977777777777778,0.014705882352941176,0.12113299556429323,0.028571428571428574,0.5,0.8687258687258688,0.5062418300653595,"[[449   1]
 [ 67   1]]"
0.3,0.2,CNN,None,None,None,0.9844444444444445,0.044444444444444446,0.20917238445777944,0.07920792079207921,0.36363636363636365,0.8277777777777777,0.5144444444444445,"[[443   7]
 [ 86   4]]"
